compound_id,compound_name_raw,compound_name_normalized,pubchem_cid,molecular_formula,molecular_weight,smiles,inchikey,iupac_name,xlogp,tpsa,dtxsid,dtxcid,logd55,logd74,ready_bio_deg,kegg_ids,kegg_names,kegg_pathways,chembl_ids
CMPD_0280481B76CB,borneol,borneol,23727,C13H19Cl2N3O,304.21,CN(C)CCN1CCN(C1=O)C2=CC(=CC=C2)Cl.Cl,,,,,DTXSID8048159,DTXCID8028135,"3,11","3,11",0.0,,,,CHEMBL1097205
CMPD_0280481B76CB,borneol,borneol,64685,C10H18O,154.25,CC1(C2CCC1(C(C2)O)C)C,DTGKSKDOIYIVQL-UHFFFAOYSA-N,"1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",2.7,20.2,DTXSID8048159,DTXCID8028135,"3,11","3,11",0.0,,,,CHEMBL1097205
CMPD_02810A06EA73,Beta-sitosterol-3-O-glycoside,beta sitosterol 3 o glycoside,,,,,,,,,,,,,,,,,
CMPD_0281176DC11D,didrovaltrate,didrovaltrate,65689,C22H32O8,424.5,CC(C)CC(=O)OCC1=CO[C@H]([C@H]2[C@@H]1C[C@@H]([C@]23CO3)OC(=O)C)OC(=O)CC(C)C,PHHROXLDZHUIGO-PNBTUHDLSA-N,"[(1S,4aS,6S,7R,7aS)-6-acetyloxy-1-(3-methylbutanoyloxy)spiro[4a,5,6,7a-tetrahydro-1H-cyclopenta[c]pyran-7,2'-oxirane]-4-yl]methyl 3-methylbutanoate",2.3,101,DTXSID80171363,DTXCID9093854,"3,77","3,77",1.0,,,,CHEMBL550227
CMPD_0291E8051956,heptacos-1-ene,heptacos 1 ene,528971,C27H54,378.7,CCCCCCCCCCCCCCCCCCCCCCCCCC=C,YYLACZAXCCJCJO-UHFFFAOYSA-N,heptacos-1-ene,14.9,0,DTXSID10165210,DTXCID8087701,"8,22","8,22",1.0,,,,
CMPD_029691DF161F,Quinovic acid 28-O-beta-D-glucopyranosyl (2-->1)beta-D-glucopyranosyl ester,quinovic acid 28 o beta d glucopyranosyl 2 >1 beta d glucopyranosyl ester,,,,,,,,,,,,,,,,,
CMPD_029C984EB798,Phellopterin,phellopterin,98608,C17H16O5,300.3,CC(=CCOC1=C2C(=C(C3=C1OC(=O)C=C3)OC)C=CO2)C,BMLZFLQMBMYVHG-UHFFFAOYSA-N,"4-methoxy-9-(3-methylbut-2-enoxy)furo[3,2-g]chromen-7-one",3.8,57.9,DTXSID30180086,DTXCID40102577,"3,28","3,28",0.0,,,,CHEMBL452751
CMPD_029E9B17FB5D,Semipapposide D,semipapposide d,131752313,C24H30O9,462.5,C[C@@]12CCC3[C@@](CC(=O)C([C@]3([C@@]14[C@H](O4)C(=O)O[C@H]2C5=COC=C5)C)O)(C)[C@H](CC(=O)OC)O,HMNKPIJMXBZMJF-IHGWNHGOSA-N,"methyl (3S)-3-[(1R,2S,6S,10S,11S,14S)-11-(furan-3-yl)-3-hydroxy-2,6,10-trimethyl-4,13-dioxo-12,15-dioxatetracyclo[8.5.0.01,14.02,7]pentadecan-6-yl]-3-hydroxypropanoate",1.1,136,,,,,,,,,
CMPD_02A2C39CE418,apigenin-apiosyl-glucoside,apigenin apiosyl glucoside,,,,,,,,,,,,,,,,,
CMPD_02ABB5866B47,3-O-galloyl-alpha-L-rhamnopyranosyl quercetin,3 o galloyl alpha l rhamnopyranosyl quercetin,,,,,,,,,,,,,,,,,
CMPD_02AD03C258D9,sparteine,sparteine,644020,C15H26N2,234.38,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4,SLRCCWJSBJZJBV-ZQDZILKHSA-N,"(1S,2R,9S,10S)-7,15-diazatetracyclo[7.7.1.02,7.010,15]heptadecane",2.5,6.5,DTXSID4023591,DTXCID403591,"-3,63","-1,73",0.0,,,,CHEMBL1908847
CMPD_02C1C1949413,Atractyloside,atractyloside,,,,,,,,,,,,,,,,,
CMPD_02C56096938D,Carvone,carvone,16724,C10H14O,150.22,CC1=CC[C@@H](CC1=O)C(=C)C,ULDHMXUKGWMISQ-VIFPVBQESA-N,(5S)-2-methyl-5-prop-1-en-2-ylcyclohex-2-en-1-one,2.4,17.1,DTXSID8020256,DTXCID00256,"2,36","2,36",0.0,,,,CHEMBL501949
CMPD_02C6A71FC167,Usnic acid,usnic acid,,,,,,,,,,,,,,,,,
CMPD_02CEFC720571,valeranone,valeranone,171455,C15H26O,222.37,CC(C)[C@H]1CC[C@]2(CCCC(=O)[C@]2(C1)C)C,HDVXJTYHXDVWQO-NWANDNLSSA-N,"(4aR,7S,8aS)-4a,8a-dimethyl-7-propan-2-yl-3,4,5,6,7,8-hexahydro-2H-naphthalen-1-one",4.4,17.1,DTXSID101019196,DTXCID801477193,"3,93","3,93",0.0,,,,
CMPD_02D2A423E8B9,24-methylenecycloartanol,24 methylenecycloartanol,92786,C21H34O2,318.5,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,AURFZBICLPNKBZ-SYBPFIFISA-N,"1-[(3R,5S,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone",4.9,37.3,DTXSID50186848,,,,,,,,CHEMBL207538 | CHEMBL376350 | CHEMBL4459 | CHEMBL614628
CMPD_02D2A423E8B9,24-methylenecycloartanol,24 methylenecycloartanol,92786,C21H34O2,318.5,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC[C@H](C4)O)C)C,AURFZBICLPNKBZ-SYBPFIFISA-N,"1-[(3R,5S,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone",4.9,37.3,DTXSID901016239,DTXCID9026342,"3,82","3,82",0.0,,,,CHEMBL207538 | CHEMBL376350 | CHEMBL4459 | CHEMBL614628
CMPD_02D2A423E8B9,24-methylenecycloartanol,24 methylenecycloartanol,92105,C7H11N3O2,169.18,CN1C=C(N=C1)C[C@@H](C(=O)O)N,BRMWTNUJHUMWMS-LURJTMIESA-N,(2S)-2-amino-3-(1-methylimidazol-4-yl)propanoic acid,-3.3,81.1,DTXSID50186848,,,,,,,,CHEMBL207538 | CHEMBL376350 | CHEMBL4459 | CHEMBL614628
CMPD_02D2A423E8B9,24-methylenecycloartanol,24 methylenecycloartanol,92105,C7H11N3O2,169.18,CN1C=C(N=C1)C[C@@H](C(=O)O)N,BRMWTNUJHUMWMS-LURJTMIESA-N,(2S)-2-amino-3-(1-methylimidazol-4-yl)propanoic acid,-3.3,81.1,DTXSID901016239,DTXCID9026342,"3,82","3,82",0.0,,,,CHEMBL207538 | CHEMBL376350 | CHEMBL4459 | CHEMBL614628
CMPD_02DA1B0FC187,clausenine,clausenine,10354321,C15H15NO2,241.28,CC1=CC2=C(C(=C1)OC)NC3=C2C=C(C=C3)OC,LJVAJOOKSNRHMO-UHFFFAOYSA-N,"1,6-dimethoxy-3-methyl-9H-carbazole",3.7,34.3,,,,,,,,,
CMPD_02DCD8A9DE05,Berberine,berberine,101707,C17H17N,235.32,C1CN2CC3=CC=CC=C3CC2C4=CC=CC=C41,BRLDZKPJJNASGG-UHFFFAOYSA-N,"6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline",3.4,3.2,DTXSID70870550,DTXCID20818265,"-1,51","0,38",0.0,,,,
CMPD_02DCD8A9DE05,Berberine,berberine,2353,C20H18NO4+,336.4,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,YBHILYKTIRIUTE-UHFFFAOYSA-N,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene",3.6,40.8,DTXSID9043857,DTXCID7023857,"0,55","2,4",0.0,,,,
CMPD_02DCD8A9DE05,Berberine,berberine,2353,C20H18NO4+,336.4,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC,YBHILYKTIRIUTE-UHFFFAOYSA-N,"16,17-dimethoxy-5,7-dioxa-13-azoniapentacyclo[11.8.0.02,10.04,8.015,20]henicosa-1(13),2,4(8),9,14,16,18,20-octaene",3.6,40.8,DTXSID70870550,DTXCID20818265,"-1,51","0,38",0.0,,,,
CMPD_02DCD8A9DE05,Berberine,berberine,101707,C17H17N,235.32,C1CN2CC3=CC=CC=C3CC2C4=CC=CC=C41,BRLDZKPJJNASGG-UHFFFAOYSA-N,"6,8,13,13a-tetrahydro-5H-isoquinolino[2,1-b]isoquinoline",3.4,3.2,DTXSID9043857,DTXCID7023857,"0,55","2,4",0.0,,,,
CMPD_02DF994A58AC,Thymol,thymol,6989,C10H14O,150.22,CC1=CC(=C(C=C1)C(C)C)O,MGSRCZKZVOBKFT-UHFFFAOYSA-N,5-methyl-2-propan-2-ylphenol,3.3,20.2,DTXSID40862124,DTXCID50810934,"3,69","3,69",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02DF994A58AC,Thymol,thymol,6989,C10H14O,150.22,CC1=CC(=C(C=C1)C(C)C)O,MGSRCZKZVOBKFT-UHFFFAOYSA-N,5-methyl-2-propan-2-ylphenol,3.3,20.2,DTXSID5047617,DTXCID3027617,"4,44","4,44",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02DF994A58AC,Thymol,thymol,14104,C11H16O,164.24,CC1=CC(=C(C=C1)C(C)C)OC,LSQXNMXDFRRDSJ-UHFFFAOYSA-N,2-methoxy-4-methyl-1-propan-2-ylbenzene,3.8,9.2,DTXSID40862124,DTXCID50810934,"3,69","3,69",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02DF994A58AC,Thymol,thymol,68252,C12H16O2,192.25,CC1=CC(=C(C=C1)C(C)C)OC(=O)C,WFMIUXMJJBBOGJ-UHFFFAOYSA-N,(5-methyl-2-propan-2-ylphenyl) acetate,3,26.3,DTXSID5047617,DTXCID3027617,"4,44","4,44",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02DF994A58AC,Thymol,thymol,6989,C10H14O,150.22,CC1=CC(=C(C=C1)C(C)C)O,MGSRCZKZVOBKFT-UHFFFAOYSA-N,5-methyl-2-propan-2-ylphenol,3.3,20.2,DTXSID6034972,DTXCID4014972,"3,3","3,3",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02DF994A58AC,Thymol,thymol,14104,C11H16O,164.24,CC1=CC(=C(C=C1)C(C)C)OC,LSQXNMXDFRRDSJ-UHFFFAOYSA-N,2-methoxy-4-methyl-1-propan-2-ylbenzene,3.8,9.2,DTXSID5047617,DTXCID3027617,"4,44","4,44",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02DF994A58AC,Thymol,thymol,68252,C12H16O2,192.25,CC1=CC(=C(C=C1)C(C)C)OC(=O)C,WFMIUXMJJBBOGJ-UHFFFAOYSA-N,(5-methyl-2-propan-2-ylphenyl) acetate,3,26.3,DTXSID40862124,DTXCID50810934,"3,69","3,69",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02DF994A58AC,Thymol,thymol,14104,C11H16O,164.24,CC1=CC(=C(C=C1)C(C)C)OC,LSQXNMXDFRRDSJ-UHFFFAOYSA-N,2-methoxy-4-methyl-1-propan-2-ylbenzene,3.8,9.2,DTXSID6034972,DTXCID4014972,"3,3","3,3",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02DF994A58AC,Thymol,thymol,68252,C12H16O2,192.25,CC1=CC(=C(C=C1)C(C)C)OC(=O)C,WFMIUXMJJBBOGJ-UHFFFAOYSA-N,(5-methyl-2-propan-2-ylphenyl) acetate,3,26.3,DTXSID6034972,DTXCID4014972,"3,3","3,3",0.0,,,,CHEMBL1287617 | CHEMBL1293235 | CHEMBL1743316 | CHEMBL1743319 | CHEMBL1743321 | CHEMBL1833 | CHEMBL1865 | CHEMBL1867 | CHEMBL1871 | CHEMBL1940 | CHEMBL1951 | CHEMBL204 | CHEMBL2056 | CHEMBL206 | CHEMBL2069 | CHEMBL208 | CHEMBL211 | CHEMBL214 | CHEMBL216 | CHEMBL220 | CHEMBL221 | CHEMBL222 | CHEMBL225 | CHEMBL228 | CHEMBL229 | CHEMBL230 | CHEMBL233 | CHEMBL234 | CHEMBL238 | CHEMBL240 | CHEMBL241 | CHEMBL254 | CHEMBL256 | CHEMBL264 | CHEMBL279 | CHEMBL29411 | CHEMBL3542435 | CHEMBL3619 | CHEMBL372 | CHEMBL3721312 | CHEMBL5303741 | CHEMBL6007 | CHEMBL6020 | CHEMBL613427 | CHEMBL6161
CMPD_02FA8C045CD0,helioscopinins B,helioscopinins b,,,,,,,,,,,,,,,,,
CMPD_02FE3F586CA4,isoascaridole,isoascaridole,12314661,C10H16O2,168.23,CC(C)[C@]12CC[C@@]3([C@H]([C@H]1O2)O3)C,LEZWCCRTFNBOBU-SGIHWFKDSA-N,"(1R,2S,4R,7R)-4-methyl-7-propan-2-yl-3,8-dioxatricyclo[5.1.0.02,4]octane",1.6,25.1,DTXSID101358013,DTXCID701837754,,,,,,,
CMPD_030EB5BA6CAA,Isopimpinellin,isopimpinellin,,,,,,,,,,,,,,,,,CHEMBL140796
CMPD_030F905CDC47,luteolin-7-O-glucoside-3-O-rhamnoside,luteolin 7 o glucoside 3 o rhamnoside,131752002,C66H96O27,1321.4,CC1C(C(C(C(O1)OC2C(C(COC2OC3C(C(OC(C3OC4C(C(C(C(O4)CO)O)O)O)OC5CCC6(C(C5(C)C)CCC7(C6CC=C8C7(CC(C9(C8CC(C(C9OC(=O)/C=C/C1=CC=CC=C1)OC(=O)C)(C)C)CO)OC(=O)C)C)C)C)C(=O)O)O)O)O)O)O)O,WMDYPPZNMOEMLX-KNTRCKAVSA-N,"6-[[8,10-diacetyloxy-8a-(hydroxymethyl)-4,4,6a,6b,11,11,14b-heptamethyl-9-[(E)-3-phenylprop-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-[4,5-dihydroxy-3-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxyoxan-2-yl]oxy-3-hydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxane-2-carboxylic acid",2.3,413,,,,,,,,,
CMPD_0325CB64B481,Dihydroagarofuran,dihydroagarofuran,21593552,C15H26O,222.37,C[C@@H]1CCC[C@@]2([C@]13C[C@@H](CC2)C(O3)(C)C)C,HVAVUZLEYSAYGE-UXOAXIEHSA-N,"(1S,2R,6S,9R)-2,6,10,10-tetramethyl-11-oxatricyclo[7.2.1.01,6]dodecane",3.9,9.2,,,,,,,,,
CMPD_0336586B1F7B,octadienol,octadienol,20485945,C8H14O,126.2,CCCC/C=C/C=C/O,HZYABSBSRWFZEG-BSWSSELBSA-N,"(1E,3E)-octa-1,3-dien-1-ol",2.9,20.2,,,,,,,,,
CMPD_033FAD137A57,pongaglabol,pongaglabol,12778491,C17H10O4,278.26,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=C(C=C3O)OC=C4,USQMGTCZKGEZKA-UHFFFAOYSA-N,"5-hydroxy-2-phenylfuro[2,3-h]chromen-4-one",3.8,59.7,,,,,,,,,
CMPD_03407330D91B,cis-?-bergamotene,cis ? bergamotene,101416459,C12H11NO3,217.22,COC1C2=C(C=C(C=C2)O)NC3=C1C=CO3,AXJUKXRIBDMADG-UHFFFAOYSA-N,"4-methoxy-4,9-dihydrofuro[2,3-b]quinolin-7-ol",1.9,54.6,,,,,,,,,
CMPD_03437A007224,myristic acid,myristic acid,11005,C14H28O2,228.37,CCCCCCCCCCCCCC(=O)O,TUNFSRHWOTWDNC-UHFFFAOYSA-N,tetradecanoic acid,5.3,37.3,DTXSID6021666,DTXCID501666,"5,63","3,9",1.0,,,,
CMPD_034995434748,Patuletin 3-rutinoside,patuletin 3 rutinoside,5318714,C30H38O15,638.6,C[C@H]1[C@@H]([C@H]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H](O[C@@H]([C@@H]2OC(=O)/C=C/C3=CC(=C(C=C3)O)O)CO)OCCC4=CC(=C(C=C4)OC)O)O)O)O)O,WKQLGHCWJNLUKK-LFHCEESISA-N,"[(2R,3S,4R,5R,6R)-5-hydroxy-6-[2-(3-hydroxy-4-methoxyphenyl)ethoxy]-2-(hydroxymethyl)-4-[(2S,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxyoxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",-0.2,234,,,,,,,,,
CMPD_035190E86082,Hexanal,hexanal,6184,C6H12O,100.16,CCCCCC=O,JARKCYVAAOWBJS-UHFFFAOYSA-N,hexanal,1.8,17.1,DTXSID2021604,DTXCID901604,"1,78","1,78",1.0,,,,
CMPD_035F8E1FC7A7,Emodin-6-O-α-L-rhamnoside,emodin 6 o α l rhamnoside,,,,,,,,,,,,,,,,,
CMPD_03604D06A30F,Ethyl docosanoate,ethyl docosanoate,7800,C14H28O2,228.37,CCCCCCCCCCCC(=O)OCC,MMXKVMNBHPAILY-UHFFFAOYSA-N,ethyl dodecanoate,5.6,26.3,DTXSID4047044,DTXCID2027044,"5,71","5,71",1.0,,,,CHEMBL3187842
CMPD_03604D06A30F,Ethyl docosanoate,ethyl docosanoate,22199,C24H48O2,368.6,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC,JIZCYLOUIAIZHQ-UHFFFAOYSA-N,ethyl docosanoate,11.1,26.3,DTXSID80207813,DTXCID30130304,"9,49","9,49",1.0,,,,CHEMBL3187842
CMPD_03604D06A30F,Ethyl docosanoate,ethyl docosanoate,7800,C14H28O2,228.37,CCCCCCCCCCCC(=O)OCC,MMXKVMNBHPAILY-UHFFFAOYSA-N,ethyl dodecanoate,5.6,26.3,DTXSID80207813,DTXCID30130304,"9,49","9,49",1.0,,,,CHEMBL3187842
CMPD_03604D06A30F,Ethyl docosanoate,ethyl docosanoate,22199,C24H48O2,368.6,CCCCCCCCCCCCCCCCCCCCCC(=O)OCC,JIZCYLOUIAIZHQ-UHFFFAOYSA-N,ethyl docosanoate,11.1,26.3,DTXSID4047044,DTXCID2027044,"5,71","5,71",1.0,,,,CHEMBL3187842
CMPD_03704AE1800C,limonin,limonin,,,,,,,,,,,,,,,,,CHEMBL517449
CMPD_037380FE106F,β-ionone,β ionone,,,,,,,,,,,,,,,,,
CMPD_037DAE96714E,arjunglucoside I,arjunglucoside i,14658050,C36H58O11,666.8,C[C@@]12CC[C@@H]3[C@@]([C@H]1CC=C4[C@]2(CC[C@@]5([C@H]4[C@@H](C(CC5)(C)C)O)C(=O)O[C@H]6[C@@H]([C@H]([C@@H]([C@H](O6)CO)O)O)O)C)(C[C@H]([C@@H]([C@@]3(C)CO)O)O)C,CMZFNIMQBCBHEX-APNSOIJXSA-N,"[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aR,6aS,6bR,8aR,9R,10R,11R,12aR,14bS)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",2.7,197,,,,,,,,,
CMPD_039EF24E2838,rutin,rutin,,,,,,,,,,,,,,,,,
CMPD_03A8D883C528,4-vinyl guaiacol,4 vinyl guaiacol,332,C9H10O2,150.17,COC1=C(C=CC(=C1)C=C)O,YOMSJEATGXXYPX-UHFFFAOYSA-N,4-ethenyl-2-methoxyphenol,2.4,29.5,DTXSID7052529,DTXCID8031102,"2,23","2,21",1.0,,,,CHEMBL1232595
CMPD_03AA31D5628E,?-zeacarotene,? zeacarotene,,,,,,,,,,,,,,,,,
CMPD_03AB945E84B2,cirsilineol,cirsilineol,162464,C18H16O7,344.3,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C(=C(C=C3O2)OC)OC)O)O,VKOSQMWSWLZQPA-UHFFFAOYSA-N,"5-hydroxy-2-(4-hydroxy-3-methoxyphenyl)-6,7-dimethoxychromen-4-one",2.9,94.5,DTXSID20194314,DTXCID30116805,"2,82","2,82",0.0,,,,CHEMBL487213
CMPD_03BA50645CC9,aryl butanol glucoside,aryl butanol glucoside,,,,,,,,,,,,,,,,,
CMPD_03CD64C6F1F0,α-Ambrinol,α ambrinol,,,,,,,,,,,,,,,,,
CMPD_03DAA436153D,?-terpinyl valerate,? terpinyl valerate,,,,,,,,,,,,,,,,,
CMPD_03EAB49B8D39,euphoscopoids C,euphoscopoids c,,,,,,,,,,,,,,,,,
